time,open,high,low,close,volume
2015-05-21,0.91,0.91,0.91,0.91,0
2015-05-22,0.91,0.91,0.91,0.91,0
2015-05-25,0.91,0.91,0.91,0.91,0
2015-05-26,0.91,0.91,0.91,0.91,0
2015-05-27,0.91,0.91,0.91,0.91,0
2015-05-28,0.91,0.91,0.91,0.91,0
2015-05-29,0.91,0.91,0.91,0.91,0
2015-06-01,0.85,0.85,0.85,0.85,100
2015-06-02,0.85,0.85,0.85,0.85,0
2015-06-03,0.85,0.85,0.85,0.85,0
2015-06-04,0.85,0.85,0.85,0.85,0
2015-06-05,0.85,0.85,0.85,0.85,0
2015-06-08,0.85,0.85,0.85,0.85,0
2015-06-09,0.85,0.85,0.85,0.85,0
2015-06-10,0.85,0.85,0.85,0.85,10
2015-06-11,0.85,0.85,0.85,0.85,0
2015-06-12,0.85,0.85,0.85,0.85,0
2015-06-15,0.85,0.85,0.85,0.85,0
2015-06-16,0.85,0.85,0.85,0.85,0
2015-06-17,0.85,0.85,0.85,0.85,0
2015-06-18,0.85,0.85,0.85,0.85,0
2015-06-19,0.85,0.85,0.85,0.85,0
2015-06-22,0.85,0.85,0.85,0.85,0
2015-06-23,1.04,1.04,1.04,1.04,0
2015-06-24,1.04,1.04,1.04,1.04,0
2015-06-25,1.04,1.04,1.04,1.04,0
2015-06-26,1.04,1.04,1.04,1.04,0
2015-06-29,1.04,1.04,1.04,1.04,0
2015-06-30,1.04,1.04,1.04,1.04,0
2015-07-01,1.04,1.04,1.04,1.04,0
2015-07-02,1.04,1.04,1.04,1.04,0
2015-07-03,1.04,1.04,1.04,1.04,0
2015-07-06,1.04,1.04,1.04,1.04,0
2015-07-07,0.77,0.77,0.77,0.77,100
2015-07-08,0.77,0.77,0.77,0.77,0
2015-07-09,0.77,0.77,0.77,0.77,0
2015-07-10,0.77,0.77,0.77,0.77,0
2015-07-13,0.77,0.77,0.77,0.77,50
2015-07-14,0.77,0.77,0.77,0.77,0
2015-07-15,0.77,0.77,0.77,0.77,0
2015-07-16,0.77,0.77,0.77,0.77,0
2015-07-17,0.77,0.77,0.77,0.77,0
2015-07-20,0.77,0.77,0.77,0.77,0
2015-07-21,0.77,0.77,0.77,0.77,50
2015-07-22,0.77,0.77,0.77,0.77,0
2015-07-23,0.77,0.77,0.77,0.77,0
2015-07-24,0.77,0.77,0.77,0.77,0
2015-07-27,0.77,0.77,0.77,0.77,0
2015-07-28,0.77,0.77,0.77,0.77,0
2015-07-29,0.77,0.77,0.77,0.77,0
2015-07-30,0.77,0.77,0.77,0.77,0
2015-07-31,0.77,0.77,0.77,0.77,0
2015-08-03,0.85,0.85,0.85,0.85,100
2015-08-04,0.85,0.85,0.85,0.85,0
2015-08-05,0.85,0.85,0.85,0.85,0
2015-08-06,0.85,0.85,0.85,0.85,0
2015-08-07,0.85,0.85,0.85,0.85,100
2015-08-10,0.93,0.93,0.93,0.93,100
2015-08-11,1.0,1.0,0.85,1.0,500
2015-08-12,0.93,1.02,0.93,1.02,200
2015-08-13,0.95,1.12,0.95,0.98,500
2015-08-14,1.08,1.08,0.91,0.91,500
2015-08-17,0.91,0.91,0.91,0.91,0
2015-08-18,0.91,0.91,0.91,0.91,0
2015-08-19,0.91,0.91,0.91,0.91,0
2015-08-20,0.98,0.98,0.98,0.98,100
2015-08-21,0.91,0.91,0.91,0.91,100
2015-08-24,0.96,0.96,0.87,0.87,300
2015-08-25,0.95,0.95,0.95,0.95,200
2015-08-26,0.89,0.89,0.89,0.89,100
2015-08-27,0.81,0.81,0.81,0.81,100
2015-08-28,0.81,0.81,0.81,0.81,0
2015-08-31,0.81,0.81,0.81,0.81,0
2015-09-01,0.77,0.77,0.77,0.77,100
2015-09-03,0.77,0.77,0.77,0.77,0
2015-09-04,0.77,0.77,0.77,0.77,0
2015-09-07,0.77,0.77,0.77,0.77,0
2015-09-08,0.77,0.77,0.77,0.77,0
2015-09-09,0.77,0.77,0.77,0.77,0
2015-09-10,0.77,0.77,0.77,0.77,0
2015-09-11,0.77,0.77,0.77,0.77,0
2015-09-14,0.77,0.77,0.77,0.77,0
2015-09-15,0.77,0.77,0.77,0.77,0
2015-09-16,0.77,0.77,0.77,0.77,0
2015-09-17,0.77,0.77,0.77,0.77,0
2015-09-18,0.77,0.77,0.77,0.77,0
2015-09-21,0.77,0.77,0.77,0.77,0
2015-09-22,0.69,0.69,0.69,0.69,100
2015-09-23,0.69,0.69,0.69,0.69,0
2015-09-24,0.69,0.69,0.69,0.69,0
2015-09-25,0.69,0.69,0.69,0.69,0
2015-09-28,0.69,0.69,0.69,0.69,0
2015-09-29,0.69,0.69,0.69,0.69,0
2015-09-30,0.69,0.69,0.69,0.69,0
2015-10-01,0.69,0.69,0.69,0.69,0
2015-10-02,0.69,0.69,0.69,0.69,0
2015-10-05,0.69,0.69,0.69,0.69,0
2015-10-06,0.69,0.69,0.69,0.69,0
2015-10-07,0.75,0.75,0.75,0.75,200
2015-10-08,0.75,0.75,0.75,0.75,0
2015-10-09,0.75,0.75,0.75,0.75,0
2015-10-12,0.75,0.75,0.75,0.75,0
2015-10-13,0.75,0.75,0.75,0.75,0
2015-10-14,0.75,0.75,0.75,0.75,0
2015-10-15,0.75,0.75,0.75,0.75,0
2015-10-16,0.75,0.75,0.75,0.75,0
2015-10-19,0.75,0.75,0.75,0.75,0
2015-10-20,0.75,0.75,0.75,0.75,0
2015-10-21,0.75,0.75,0.75,0.75,0
2015-10-22,0.75,0.75,0.75,0.75,0
2015-10-23,0.75,0.75,0.75,0.75,0
2015-10-26,0.75,0.75,0.75,0.75,0
2015-10-27,0.75,0.75,0.75,0.75,0
2015-10-28,0.75,0.75,0.75,0.75,0
2015-10-29,0.75,0.75,0.75,0.75,0
2015-10-30,0.75,0.75,0.75,0.75,0
2015-11-02,0.75,0.75,0.75,0.75,0
2015-11-03,0.75,0.75,0.75,0.75,0
2015-11-04,0.69,0.81,0.69,0.81,200
2015-11-05,0.81,0.81,0.81,0.81,0
2015-11-06,0.81,0.81,0.81,0.81,0
2015-11-09,0.83,0.83,0.83,0.83,100
2015-11-10,0.89,0.89,0.89,0.89,100
2015-11-11,0.89,0.89,0.89,0.89,0
2015-11-12,0.89,0.89,0.89,0.89,0
2015-11-13,0.89,0.89,0.89,0.89,0
2015-11-16,0.89,0.89,0.89,0.89,0
2015-11-17,0.89,0.89,0.89,0.89,0
2015-11-18,0.89,0.89,0.89,0.89,0
2015-11-19,0.89,0.89,0.89,0.89,200
2015-11-20,0.89,0.89,0.89,0.89,0
2015-11-23,0.89,0.89,0.89,0.89,0
2015-11-24,0.96,0.96,0.96,0.96,200
2015-11-25,0.96,0.96,0.96,0.96,0
2015-11-26,0.96,0.96,0.96,0.96,0
2015-11-27,0.96,0.96,0.96,0.96,0
2015-11-30,0.96,0.96,0.96,0.96,0
2015-12-01,0.96,0.96,0.96,0.96,0
2015-12-02,0.96,0.96,0.96,0.96,0
2015-12-03,0.96,0.96,0.96,0.96,0
2015-12-04,0.96,0.96,0.96,0.96,0
2015-12-07,0.96,0.96,0.96,0.96,0
2015-12-08,0.96,0.96,0.96,0.96,0
2015-12-09,0.96,0.96,0.96,0.96,0
2015-12-10,0.96,0.96,0.96,0.96,0
2015-12-11,0.96,0.96,0.96,0.96,0
2015-12-14,0.96,0.96,0.96,0.96,0
2015-12-15,0.96,0.96,0.96,0.96,0
2015-12-16,0.96,0.96,0.96,0.96,0
2015-12-17,0.96,0.96,0.96,0.96,0
2015-12-18,1.06,1.06,1.06,1.06,100
2015-12-21,1.06,1.06,1.06,1.06,0
2015-12-22,1.06,1.06,1.06,1.06,0
2015-12-23,1.06,1.06,1.06,1.06,0
2015-12-24,1.06,1.06,1.06,1.06,0
2015-12-25,1.06,1.06,1.06,1.06,0
2015-12-28,1.06,1.06,1.06,1.06,0
2015-12-29,1.06,1.06,1.06,1.06,0
2015-12-30,1.06,1.06,1.06,1.06,0
2015-12-31,1.06,1.06,1.06,1.06,0
2016-01-04,1.06,1.06,1.06,1.06,0
2016-01-05,1.06,1.06,1.06,1.06,0
2016-01-06,1.06,1.06,1.06,1.06,0
2016-01-07,1.06,1.06,1.06,1.06,0
2016-01-08,1.06,1.06,1.06,1.06,0
2016-01-11,1.06,1.06,1.06,1.06,0
2016-01-12,1.06,1.06,1.06,1.06,0
2016-01-13,1.06,1.06,1.06,1.06,0
2016-01-14,1.06,1.06,1.06,1.06,0
2016-01-15,1.06,1.06,1.06,1.06,0
2016-01-18,1.06,1.06,1.06,1.06,0
2016-01-19,1.06,1.06,1.06,1.06,0
2016-01-20,1.06,1.06,1.06,1.06,0
2016-01-21,1.06,1.06,1.06,1.06,0
2016-01-22,1.06,1.06,1.06,1.06,0
2016-01-25,1.06,1.06,1.06,1.06,0
2016-01-26,1.06,1.06,1.06,1.06,0
2016-01-27,1.06,1.06,1.06,1.06,0
2016-01-28,1.06,1.06,1.06,1.06,0
2016-01-29,1.06,1.06,1.06,1.06,0
2016-02-01,1.06,1.06,1.06,1.06,0
2016-02-02,1.06,1.06,1.06,1.06,0
2016-02-03,1.06,1.06,1.06,1.06,0
2016-02-04,1.06,1.06,1.06,1.06,0
2016-02-05,1.06,1.06,1.06,1.06,0
2016-02-15,1.16,1.16,1.16,1.16,100
2016-02-16,1.16,1.16,1.16,1.16,0
2016-02-17,1.04,1.04,1.04,1.04,100
2016-02-18,1.04,1.04,1.04,1.04,0
2016-02-19,1.04,1.04,1.04,1.04,0
2016-02-22,1.04,1.04,1.04,1.04,0
2016-02-23,1.04,1.04,1.04,1.04,0
2016-02-24,1.04,1.04,1.04,1.04,0
2016-02-25,1.04,1.04,1.04,1.04,0
2016-02-26,1.04,1.04,1.04,1.04,0
2016-02-29,0.95,0.95,0.95,0.95,100
