time,open,high,low,close,volume
2015-02-06,4.86,5.26,4.86,5.26,6800
2015-02-09,4.75,5.21,4.75,5.21,1600
2015-02-10,5.21,5.21,5.21,5.21,0
2015-02-11,5.21,5.21,5.21,5.21,0
2015-02-12,5.42,5.42,5.42,5.42,100
2015-02-13,5.42,5.42,5.42,5.42,600
2015-02-24,5.42,5.42,5.42,5.42,0
2015-02-25,5.42,5.42,5.42,5.42,0
2015-02-26,5.42,5.42,5.42,5.42,0
2015-02-27,5.62,5.62,5.62,5.62,200
2015-03-02,5.62,5.62,5.62,5.62,0
2015-03-03,5.11,5.62,5.11,5.62,5200
2015-03-04,5.62,5.62,5.62,5.62,500
2015-03-05,5.62,5.62,5.62,5.62,1000
2015-03-06,5.16,5.57,5.16,5.57,600
2015-03-09,5.57,5.57,5.57,5.57,0
2015-03-10,5.62,5.62,5.62,5.62,1000
2015-03-11,5.11,5.62,5.11,5.62,2000
2015-03-12,5.62,5.62,5.62,5.62,500
2015-03-13,5.62,5.62,5.62,5.62,0
2015-03-16,5.62,6.08,5.62,6.08,200
2015-03-17,6.08,6.08,6.08,6.08,0
2015-03-18,6.08,6.08,6.08,6.08,0
2015-03-19,6.08,6.08,6.08,6.08,0
2015-03-20,5.62,5.62,5.62,5.62,3200
2015-03-23,5.62,5.88,5.62,5.88,1100
2015-03-24,6.13,6.13,6.13,6.13,1000
2015-03-25,5.52,6.13,5.52,6.13,1100
2015-03-26,6.13,6.13,6.13,6.13,0
2015-03-27,6.34,6.34,6.34,6.34,100
2015-03-30,6.34,6.34,6.34,6.34,0
2015-03-31,6.34,6.59,6.34,6.59,300
2015-04-01,5.98,6.54,5.98,6.54,1000
2015-04-02,6.54,6.54,6.54,6.54,0
2015-04-03,6.54,6.54,6.54,6.54,0
2015-04-06,6.54,6.54,6.54,6.54,0
2015-04-07,6.13,6.8,6.13,6.8,200
2015-04-08,6.8,6.8,6.8,6.8,0
2015-04-09,6.8,6.8,6.8,6.8,0
2015-04-10,6.8,6.8,6.8,6.8,0
2015-04-13,6.8,6.8,6.8,6.8,0
2015-04-14,6.8,6.8,6.8,6.8,0
2015-04-15,6.8,6.8,6.8,6.8,0
2015-04-16,6.8,6.8,6.8,6.8,0
2015-04-17,6.8,6.8,6.8,6.8,0
2015-04-20,6.8,6.8,6.8,6.8,0
2015-04-21,6.8,6.8,6.8,6.8,0
2015-04-22,6.65,6.8,6.65,6.8,4800
2015-04-23,6.13,6.13,6.13,6.13,2000
2015-04-24,6.75,6.75,6.75,6.75,100
2015-04-27,7.16,7.16,7.16,7.16,200
2015-05-04,6.65,6.65,6.65,6.65,1200
2015-05-05,6.9,6.9,6.9,6.9,5000
2015-05-06,6.9,7.16,6.24,7.16,7000
2015-05-07,7.16,7.16,7.16,7.16,0
2015-05-08,7.16,7.16,7.16,7.16,0
2015-05-11,6.65,7.41,6.44,7.41,4200
2015-05-12,7.41,7.41,7.41,7.41,0
2015-05-13,7.41,7.41,7.41,7.41,0
2015-05-14,6.7,7.11,6.7,7.11,1010
2015-05-15,7.11,7.11,7.11,7.11,0
2015-05-18,7.11,7.11,7.11,7.11,0
2015-05-19,7.11,7.11,7.11,7.11,0
2015-05-20,7.11,7.11,7.11,7.11,0
2015-05-21,7.11,7.11,7.11,7.11,0
2015-05-22,7.11,7.11,7.11,7.11,0
2015-05-25,7.11,7.11,7.11,7.11,0
2015-05-26,7.11,7.11,7.11,7.11,0
2015-05-27,7.11,7.11,7.11,7.11,0
2015-05-28,7.0,7.11,7.0,7.11,2500
2015-05-29,7.11,7.11,7.11,7.11,0
2015-06-01,7.11,7.11,7.11,7.11,0
2015-06-02,7.11,7.11,7.11,7.11,0
2015-06-03,7.11,7.11,7.11,7.11,0
2015-06-04,7.43,7.43,7.43,7.43,0
2015-06-05,6.41,7.11,6.41,7.11,10700
2015-06-08,7.11,7.53,7.11,7.53,3000
2015-06-09,6.78,7.53,6.78,7.53,4500
2015-06-10,7.53,7.53,7.53,7.53,0
2015-06-11,6.78,6.78,6.78,6.78,2000
2015-06-12,6.78,6.78,6.78,6.78,0
2015-06-15,6.78,6.78,6.78,6.78,0
2015-06-16,6.78,6.78,6.78,6.78,0
2015-06-17,6.78,6.78,6.78,6.78,0
2015-06-18,6.78,6.78,6.78,6.78,0
2015-06-19,6.78,6.78,6.78,6.78,0
2015-06-22,6.78,6.78,6.78,6.78,0
2015-06-23,6.78,6.78,6.78,6.78,0
2015-06-24,6.78,6.78,6.78,6.78,0
2015-06-25,6.78,6.78,6.78,6.78,0
2015-06-26,6.2,6.78,6.2,6.78,7100
2015-06-29,6.78,6.78,6.78,6.78,0
2015-06-30,6.78,6.78,6.78,6.78,7800
2015-07-01,6.78,6.78,6.78,6.78,0
2015-07-02,6.3,6.78,6.3,6.78,3100
2015-07-03,6.25,6.25,6.2,6.2,3000
2015-07-06,6.2,6.2,6.2,6.2,0
2015-07-07,6.2,6.2,6.2,6.2,0
2015-07-08,6.2,6.2,6.2,6.2,0
2015-07-09,6.2,6.2,6.2,6.2,0
2015-07-10,6.2,6.2,6.2,6.2,0
2015-07-13,6.2,6.2,6.2,6.2,0
2015-07-14,6.2,6.2,6.2,6.2,0
2015-07-15,6.68,6.68,6.68,6.68,200
2015-07-16,6.68,6.68,6.68,6.68,0
2015-07-17,6.68,6.68,6.68,6.68,0
2015-07-20,6.68,6.68,6.68,6.68,0
2015-07-21,6.68,6.68,6.68,6.68,0
2015-07-22,6.68,6.68,6.68,6.68,0
2015-07-23,6.68,6.68,6.68,6.68,0
2015-07-24,6.41,7.16,6.41,7.16,2900
2015-07-27,7.16,7.16,7.16,7.16,0
2015-07-28,7.16,7.16,7.16,7.16,0
2015-07-29,7.16,7.16,7.16,7.16,0
2015-07-30,7.16,7.16,7.16,7.16,0
2015-07-31,7.37,7.43,7.37,7.43,200
2015-08-03,7.43,7.43,7.43,7.43,0
2015-08-04,7.43,7.43,7.43,7.43,0
2015-08-05,7.21,8.07,7.21,8.07,1100
2015-08-06,8.07,8.07,8.07,8.07,0
2015-08-07,8.07,8.07,8.07,8.07,0
2015-08-10,8.07,8.07,8.07,8.07,0
2015-08-11,8.07,8.07,8.07,8.07,0
2015-08-12,8.07,8.07,8.07,8.07,0
2015-08-13,8.07,8.07,8.07,8.07,0
2015-08-14,8.07,8.07,8.07,8.07,0
2015-08-17,8.07,8.07,8.07,8.07,0
2015-08-18,8.07,8.07,8.07,8.07,0
2015-08-19,8.07,8.07,8.07,8.07,0
2015-08-20,8.07,8.07,8.07,8.07,0
2015-08-21,8.07,8.07,8.07,8.07,0
2015-08-24,8.07,8.07,8.07,8.07,0
2015-08-25,8.07,8.07,8.07,8.07,0
2015-08-26,8.07,8.07,8.07,8.07,0
2015-08-27,8.07,8.07,8.07,8.07,0
2015-08-28,8.07,8.07,8.07,8.07,0
2015-08-31,8.07,8.07,8.07,8.07,0
2015-09-01,8.07,8.07,8.07,8.07,0
2015-09-03,8.07,8.07,8.07,8.07,0
2015-09-04,8.07,8.07,8.07,8.07,0
2015-09-07,8.07,8.07,8.07,8.07,200
2015-09-08,8.12,8.81,8.12,8.23,1600
2015-09-09,8.28,8.49,8.17,8.23,2300
2015-09-10,8.23,8.23,8.23,8.23,0
2015-09-11,8.44,8.49,8.44,8.49,300
2015-09-14,8.49,8.49,8.49,8.49,0
2015-09-15,8.49,8.49,8.49,8.49,0
2015-09-16,8.49,8.49,8.49,8.49,0
2015-09-17,8.49,8.49,8.49,8.49,0
2015-09-18,8.49,8.49,8.49,8.49,0
2015-09-21,8.49,8.49,8.49,8.49,0
2015-09-22,8.49,8.49,8.49,8.49,0
2015-09-23,8.49,8.49,8.49,8.49,0
2015-09-24,8.49,8.49,8.49,8.49,0
2015-09-25,8.49,8.49,8.49,8.49,0
2015-09-28,8.49,8.49,8.49,8.49,0
2015-09-29,8.49,8.49,8.49,8.49,0
2015-09-30,8.49,8.49,8.49,8.49,0
2015-10-01,8.49,8.49,8.49,8.49,0
2015-10-02,8.49,8.49,8.49,8.49,0
2015-10-05,8.49,8.49,8.49,8.49,0
2015-10-06,8.49,8.49,8.49,8.49,0
2015-10-07,8.49,8.49,8.49,8.49,0
2015-10-08,7.69,8.49,7.69,8.49,800
2015-10-09,8.49,8.49,8.49,8.49,0
2015-10-12,8.49,8.49,8.49,8.49,0
2015-10-13,8.49,8.49,8.49,8.49,0
2015-10-14,8.49,8.49,8.49,8.49,0
2015-10-15,8.49,8.49,8.49,8.49,0
2015-10-16,8.49,8.49,8.49,8.49,0
